"sourceip","destinationurl","visitdate","adrevenue","useragent","countrycode","languagecode","searchword","duration"
"220.216.71.237","ngjqccenffuv","2012-04-30",0.9507967,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)","PRY","PRY-ES","qmwrepybhennwktq",3
"17.251.208.221","oiisiedmlvvs","2012-04-30",0.3855435,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)","TWN","TWN-ZH","mxqbi",5
"116.191.48.212","nghtymlilvsxaaxnsmeflbtedrxkdifsqqfqmnpv","2012-04-30",0.017632984,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","DZA","DZA-AR","umynmqwmval",5
"167.0.135.136","oikawninsyjtvrienaqjhesceaglisxqrxpusmefyrcpedk","2012-04-30",0.03414835,"Jpcsnmfcv/7.3","BIH","BIH-SR","yshbgylwohvqu",7
"219.209.12.41","ngdtbliybiwkfjxxhauehshsrimltxxiigyrakgwhlgthaqsdbtuhbasbkds","2012-04-30",0.06579901,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)","DNK","DNK-DA","xgutyccluiskqlylx",8
"106.233.26.252","oiljlplvlhcthbropohsjudyibbvctj","2012-04-30",0.88057643,"Pqoeygplymknkppnktpac/0.0","CYP","CYP-EL","nhyfcdxyfi",9
"229.189.146.91","ngcdvhyjmf","2012-04-30",0.43474346,"Pwmvraswsbwlouinxku/6.2","QAT","QAT-AR","rvejjldsrtvytxw",8
"163.39.113.242","oiobabalxessewxfbegre","2012-04-30",0.16529152,"Fniavrlansiud/4.3","BIH","BIH-SR","hrtiftwxfulfvvfj",6
"84.124.250.57","ngbhemswbncaupynefqycrqfwammsnakofpqacdvycwcuhrirgarxoddupupsdefshrvkocemcc","2012-04-30",0.14624746,"Shwyuceyoipxangxqbeikof/5.3","CHL","CHL-ES","wqaynrddbmxuxyicv",9
"184.55.63.228","oiodxygopyhymlnklbbobexoqest","2012-04-30",0.06957919,"Eiqherhnewefphcjebtwejag/.0","MNE","MNE-SR","swvcmtuqkudo",7
"151.17.197.170","nfyxhowlvgohyqbefjk","2012-04-30",0.3979124,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","BRA","BRA-PT","knbfjmcht",1
"102.66.214.16","oipcacigkforswqnowicepnbsmx","2012-04-30",0.71286416,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","VEN","VEN-ES","rxw",6
"240.190.143.117","nfxfosicwhlbriemmebtivdgokvvfhlaorfsahniboisbgrdpkfdfsiqgx","2012-04-30",0.17833583,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/525.13 (KHTML like Gecko) Chrome/xxx","CHL","CHL-ES","gvqncvra",6
"110.5.220.193","oiqganfaasvcavvrkkycawgeeofttsgeijkyuddynmegqyanahgiiy","2012-04-30",0.8416812,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/525.13 (KHTML like Gecko) Chrome/0.2.149.27 Safari/525.13","GRC","GRC-EL","lwxoybomnmjrwg",10
"58.20.108.242","nfwlkfrfgiwvjswcp","2012-04-30",0.15953468,"Mozilla/5.0 (Windows; U; Windows NT 5.2)AppleWebKit/525.13 (KHTML like Gecko) Version/3.1Safari/525.13","NOR","NOR-NO","rdvxywxrpdw",1
"142.121.167.214","oiqmhnvkoeardmjrsxulkooegetsrwlnbyyjlseeykmnxqivhqeuaxsduiprhrgjcojfagscnatwgamfdhs","2012-04-30",0.98271656,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)","DEU","DEU-DE","jyvqmgeaiip",1
"224.133.126.91","nfvpwngksmwxldbphiiju","2012-04-30",0.18793584,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","ARG","ARG-ES","urigwxel",3
"50.73.223.122","oiqunoslsvksbgvetwcovqchob","2012-04-30",0.23176087,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2)","NIC","NIC-ES","pht",4
"193.158.195.179","nfuyhhionjoinbkihsprfdsixgotfwkpkschlgslroxndflmespilgtaacuutqdifnwsad","2012-04-30",0.23753013,"Ydftsuvesljlahlikxodyhqf/5.6","BOL","BOL-ES","evjmoropje",2
"171.137.50.98","oirrjvuijimvaxkolfmvluhiivybmugkkdingbemibwsfrvnjgngsihdqrh","2012-04-30",0.6661572,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","CHE","CHE-FR","ffp",2
"175.1.77.102","nfunlotpkqanmqsapskgcckboycjvxkljtkvlpm","2012-04-30",0.73226386,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)","CRI","CRI-ES","xkmlonqasbbge",2
"215.182.219.23","oisnqvexxehohmtjysymwgwswxjbtcutjx","2012-04-30",0.12643099,"Tajbjfclycux/6.4","KWT","KWT-AR","wgtal",3
"162.169.157.214","nftlyibvyltupjcobxjygpkbvxrhdwnssrnhldddgabfgnaqrtsdiqyqtbvuovlqlbpmypwuhwbywotr","2012-04-30",0.050239407,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2)","ARE","ARE-AR","fofraa",1
"64.35.94.115","oisxhfrnqmkldnukgyyjlkwyogaetxcksswmpktaejhfjbrwnmfcagpk","2012-04-30",0.15766771,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/525.13 (KHTML like Gecko) Chrome/xxx","DNK","DNK-DA","axuxamuhkisgovti",2
"161.246.96.15","nfrlwqubrcsjqfdakurvsktiyvqjxpavcu","2012-04-30",0.20501482,"Xjtrnyxttbajtwwjvkibs/3.2","HUN","HUN-HU","liybtdcqtx",2
"157.107.137.66","oiupbvdwgvwtsfsqshlihrokowsvscwflywbthvldimnvodyfxctqsjhjojltx","2012-04-30",0.57210904,"Mozilla/5.0 (Windows; U; Windows NT 5.2)AppleWebKit/525.13 (KHTML like Gecko) Version/3.1Safari/525.13","PER","PER-ES","sajtolbjin",5
"63.48.48.158","nfqnxmkiyghsfthajufxeryhibnomcwnsxcvsarennaqkvbtbq","2012-04-30",0.034445576,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)","ITA","ITA-IT","lgiey",7
"57.88.78.129","oiuqedwevkadmeuurdgungoywrkilihbywcnxlqph","2012-04-30",0.98551947,"Eyfjvkff/6.6","LBY","LBY-AR","srlloalrmtrg",2
"239.29.79.20","nflihytgctxkvjywnxmtyhihdxiarroajmrtoxeullxbcxpfayokquglhps","2012-04-30",0.989078,"Vobivobwgrvhnb/6.1","EST","EST-ET","lvkytxqroviikpqe",2
"80.123.79.32","oivnvljhibgp","2012-04-30",0.78166634,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)","FIN","FIN-FI","qsg",2
"197.68.224.136","nflfprydtutovlpkxeakyeovaw","2012-04-30",0.53396195,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/525.13 (KHTML like Gecko) Chrome/xxx","SYR","SYR-AR","ptrudhmjnmxn",6
"166.169.112.133","oiwsgnkaecrmjqfptvsvwbrae","2012-04-30",0.40442067,"Eiqherhnewefphcjebtwejag/.0","KWT","KWT-AR","swvcmtuqkudo",1
"73.65.163.166","nfktplbepisukfjedgmvhehkunoellnojngpnvskcunjryvrqbytkajaoaysgoos","2012-04-30",0.039440908,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2)","SYR","SYR-AR","adbituhsh",1
"235.174.208.4","oiygrkxvdcdtmqrjcjikqp","2012-04-30",0.44864506,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1)","NOR","NOR-NO","dmgwos",7
"98.234.158.194","nfjpqwpqfeuya","2012-04-30",0.76107436,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/525.13 (KHTML like Gecko) Chrome/0.2.149.27 Safari/525.13","IND","IND-HI","iefgajrkvvjfm",9
"37.16.33.164","oiylijgawgmuckutd","2012-04-30",0.15250438,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)","MLT","MLT-EN","qsg",7
"147.134.245.16","nfiknlijjrlvuurvnuxouhcioggjhlnbbmhbehlp","2012-04-30",0.8798243,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","LUX","LUX-FR","mqqlhsmigko",9
"74.1.107.215","oiyvxmyxayfrneeqiyqsmoean","2012-04-30",0.07070517,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/525.13 (KHTML like Gecko) Chrome/0.2.149.27 Safari/525.13","PAN","PAN-ES","dxcdyaqssanijsoi",7
"153.150.65.222","nfijnfqqgnbxrtdbxtaxfykgdeqxgwfahiwhiouggjvtmbbvkijbkbvxmdevtlofkfbtdsri","2012-04-30",0.43354198,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)","JOR","JOR-AR","ergwavm",5
"90.86.204.13","ojaselnykddgqofweoaqnucbfoirmlnt","2012-04-30",0.59062815,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)","ECU","ECU-ES","kesqfjcxwlary",2
"147.254.82.144","nfhrkpdklrrqqomogkjciybahokprtltrgrllvoimglsqkllrr","2012-04-30",0.4414351,"Mozilla/5.0 (Windows; U; Windows NT 5.1)Gecko/20070803 Firefox/1.5.0.12","CHE","CHE-FR","vbpco",8
"226.63.21.71","ojaxprqfrovddjjocetlfixlsbsghskodjxwhmkjotbouomwspjtdsljdfehamhljfmwnat","2012-04-30",0.9726816,"Upstkitnqnsteipqrswlwmbau/4.","ALB","ALB-SQ","rwbjyug",10
"194.145.159.199","nfhmdcjkeginastgnvplagyvfwuqydmpkkmlawuhvtrcpofeijbcquynslchcjtajib","2012-04-30",0.8051928,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)","GRC","GRC-EL","ubckquo",1
"86.61.150.118","ojbfbfcoywwawryiuypqqjuiqsxdwwgodwqextabelglj","2012-04-30",0.6381234,"Lroqgfqayxjfonlufpuyw/1.","SWE","SWE-SV","tch",7
"171.153.2.48","nfgwivjyhpictgmpprelllanbwcuqbbfmetyiaglfj","2012-04-30",0.59141093,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","HND","HND-ES","hkdadb",3
"204.251.144.233","ojcphwqdwftifwdhwumlmywlrscmgmrnuwvebuqyualglqcwntyolwwlqau","2012-04-30",0.39264882,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/525.13 (KHTML like Gecko) Chrome/xxx","LTU","LTU-LT","yno",4
"103.97.49.16","nfgpxwiomnknwknvxuwqqgkrrdchqnntguwbjwgyultcbdayokhwpthroternquduqjthsgxagybsulnsj","2012-04-30",0.6863927,"Weomuemfuyfcwapelryewn/5.0","BHR","BHR-AR","dbkvproyut",6
"115.102.181.207","ojevvgnkobntfcvj","2012-04-30",0.63412136,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","AUT","AUT-DE","dcbabaqkpuab",2
"248.13.224.154","nffmskcmgjpnirbexqianqayetojsbaulsxnnjxfvjxtecnldptthkdwkspabphkwelrnnk","2012-04-30",0.2321496,"Lroqgfqayxjfonlufpuyw/1.","ZAF","ZAF-EN","tch",8
"172.143.243.19","ojgequrbayclwmjx","2012-04-30",0.35880288,"Mozilla/5.0 (iPhone; U; CPU like Mac OS X)AppleWebKit/420.1 (KHTML like Gecko) Version/3.0 Mobile/4A93Safari/419.3","OMN","OMN-AR","ewieqih",10
"2.194.65.86","nfevcysrkojixk","2012-04-30",0.47999364,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/525.13 (KHTML like Gecko) Chrome/xxx","IRQ","IRQ-AR","kfiapmydyeoxjip",3
"182.234.28.88","ojgyikjvrpuedxgfrvilolsqxongvfemxyaoxghwwjhgb","2012-04-30",0.98084915,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)","LBN","LBN-AR","rfadnsgmun",9
"233.233.97.200","nfeqeasoyfmaft","2012-04-30",0.12683444,"Mozilla/5.0 (Windows; U; Windows NT 5.1)Gecko/20070309 Firefox/2.0.0.3","ESP","ESP-CA","gjccvsswlaporp",2
"181.113.198.145","ojhcajqwycp","2012-04-30",0.051402062,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2)","PER","PER-ES","dulmsjwmg",6
"133.74.102.125","nfeifonqoxqhgecrlr","2012-04-30",0.6114268,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2)","MNE","MNE-SR","fybws",2
"71.216.50.59","ojhuwavrapfvaponoyuvqibhjgjfvwtbyvroktxumsctqugwewdndwbrsyfoqfcvosnbgbxrjennfdcqgoxbtcvk","2012-04-30",0.79888254,"Ujvlmhhlhulc/8.4","PAN","PAN-ES","qjgjxckinulhwltr",3
"227.203.139.5","nfcukdhdmorwbunicrfyisyxmebthpuhoqnbcexwnmqpsid","2012-04-30",0.6494504,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","ESP","ESP-CA","mev",5
"193.163.43.127","ojiiotuwbfttnwobulewwgmbkfakxdcmsoghgjyktacefctupjojgp","2012-04-30",0.36422655,"Mozilla/5.0 (iPhone; U; CPU like Mac OS X)AppleWebKit/420.1 (KHTML like Gecko) Version/3.0 Mobile/4A93Safari/419.3","SLV","SLV-ES","ewieqih",6
"157.233.14.193","nfcmilfehhimihmkdalojqkcgmtfjfabpfhbageopehxgeapfcetmqhuvjdkpfxamftwgqmkukns","2012-04-30",0.25490713,"Mozilla/5.0 (Windows; U; Windows NT 5.1)Gecko/20070309 Firefox/2.0.0.3","BEL","BEL-NL","tsvke",1
"196.188.0.129","ojkkhltewqccttnkxuyyyedpyqesrmorhxmbwkcwxbbhugppo","2012-04-30",0.5585806,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1)","BHR","BHR-AR","fhojb",10
"198.240.109.228","nfabkcegqsleqrtihybvppcakjdoeidlsdsdkgmnfnsmcwtpnlyxbdcxrpeerkexsqfhtbvaqeeju","2012-04-30",0.16288994,"Vbvbuqrvyeo/4.8","BEL","BEL-FR","shaorjfgxwcrn",3
"23.8.111.70","ojlyhnlpojbntxgskbrxwksbkxhccifsfiqhfvrbuuevvlrcxbroinoapqpuvnyubhtqevjcmosjfcsjqcirrff","2012-04-30",0.7439414,"Epmane/1.8","CHE","CHE-IT","irdcyegcfqv",4
"14.24.224.61","nevxrttfakwcmypwyolhlsxqxtvbwgmvxwqwpgoqvgtqheclvpalslu","2012-04-30",0.92864776,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)","VEN","VEN-ES","apwisc",1
"31.46.54.246","ojmqnbrjvtpcfrsgagl","2012-04-30",0.8804128,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)","HRV","HRV-HR","vltotquj",10
"235.154.189.48","neunxcxdxtoogtdiaiynepvyoniwurgummxhvittrqwbbmgperfhyduagaqnjsumstyxiqsl","2012-04-30",0.4427501,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)","MLT","MLT-EN","sjbptdatlhtcr",1
"198.154.97.245","ojmtaxwbhishydaqgdsdpxtgaamftlkalphxrcaamunbnc","2012-04-30",0.052401323,"Mozilla/5.0 (Windows; U; Windows NT 5.1)Gecko/20070803 Firefox/1.5.0.12","ARE","ARE-AR","kxkhnsgocx",5
"238.235.88.23","netmcvkdfmoscihkgf","2012-04-30",0.63016593,"Netscape 4.8 (Windows Vista): Mozilla/4.8 (Windows NT 6.0; U)","OMN","OMN-AR","xtnlphewcqlh",10
"60.117.250.165","ojpgthyrxywchdcrojsjsxnmrecypimelrdpjn","2012-04-30",0.76499283,"Ehvieojjpjjyptovhwrrrwoxn/5.7","THA","THA-TH","acnbfxlduckhnxym",1
"39.123.140.187","nerrupdnkrxevgfbuksdtahoweccjahlocjsmaacrouffcmeoyuuncshtghwyocfwpunpjurwnwltx","2012-04-30",0.2972821,"Tjtdpjx/.7","TUR","TUR-TR","lywhaorm",9
"109.186.160.193","ojqrqotlcesmhdhsmgwmkpggbuuuskdeqkqkukvsngacscgexcxebmsxyydlxobbwpieyknn","2012-04-30",0.47917873,"Mozilla/5.0 (iPhone; U; CPU like Mac OS X)AppleWebKit/420.1 (KHTML like Gecko) Version/3.0 Mobile/4A93Safari/419.3","CRI","CRI-ES","hilkrlngxnfnnr",7
"207.253.19.162","neoitfnmirr","2012-04-30",0.9105595,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/525.13 (KHTML like Gecko) Chrome/xxx","PRT","PRT-PT","lkdkaynvqsf",3
"38.140.95.101","ojrbjbtiiuihrcwtaejpwtoxajxuaugcslhvher","2012-04-30",0.8913256,"Mozilla/5.0 (Windows; U; Windows NT 5.2)AppleWebKit/525.13 (KHTML like Gecko) Version/3.1Safari/525.13","NZL","NZL-EN","fwk",3
"85.19.162.253","nembrinatbqpgvjemcuejdkbdjdhgivtrjvngmnwkxtwxnbpsaiclnsdlbuvumlqpvxgowlcaskpdkokkbuikol","2012-04-30",0.7443962,"Mozilla/5.0 (iPhone; U; CPU like Mac OS X)AppleWebKit/420.1 (KHTML like Gecko) Version/3.0 Mobile/4A93Safari/419.3","PHL","PHL-EN","amysbm",8
"186.129.113.79","ojskslfahrebiqkdcpkavqkxmmmdoidqsgxltnfxsydqjytcuqkuhburnppgsegoxioxlpsmltngksrrcrnx","2012-04-30",0.21237577,"Eewdrwigtcealgcycfhkpqc/.5","SRB","SRB-SR","mraxyprjkyxki",8
"70.123.19.29","nelintlvuqsecjlabmcsgtwfu","2012-04-30",0.092475705,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)","TUR","TUR-TR","vnniambcvyhlmaq",5
"72.223.175.184","ojskwekkhwwsceahy","2012-04-30",0.16295026,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2)","ESP","ESP-CA","kcki",4
"158.192.42.49","neliipbmkvsnvpncgbnosbkyaxoxmepuolnrhukdjtfcsjqhbhhhtqjmwpsxiotppiqc","2012-04-30",0.5162306,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)","SGP","SGP-ZH","rfnkkcr",3
"208.152.36.15","ojufobgkgwerxvyobchnjumfloktpybmmubbovtopjhkceosyqkkcpvtcwqwbbjnlfeboivgcarxjnnoys","2012-04-30",0.052213818,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)","BHR","BHR-AR","brtvjywld",4
"60.15.11.179","neklywyfcrnfmwqwqsgddtptwmlvwqpxjgcqhupvbubwxpdafatlpsx","2012-04-30",0.43736714,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2)","JPN","JPN-JA","pmoxallaespch",3
"20.84.103.163","ojwdhtaotxvjgqbwnrvvvekms","2012-04-30",0.06440991,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2)","THA","THA-TH","ydvk",6
"122.193.201.72","nekfjqoqgibomscujalvocrmgkwklclrehngqqpeaqqnemoetno","2012-04-30",0.49198076,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","COL","COL-ES","vbpco",8
"121.169.124.199","ojxcubxarruqyisjncqxgvwgixjghxdycjialtebmgrepcpifpceloeelkpaxdmxoxxroiriykvbdgwrtkaxsev","2012-04-30",0.632688,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","BLR","BLR-BE","ecaib",2
"200.109.124.187","nejsiebalmoifuechnphodgqfhlyskuyultpkucyouvaqhaj","2012-04-30",0.12432826,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","BIH","BIH-SR","kapvsgqyxcmx",1
"15.12.8.102","ojyybwfikxjcapelqbfhtirgoauoypbvqnsrpricnxnrfkvniwgvedseoyr","2012-04-30",0.02719699,"Mozilla/5.0 (Windows; U; Windows NT 5.2)AppleWebKit/525.13 (KHTML like Gecko) Version/3.1Safari/525.13","PHL","PHL-EN","bsbxpwnmu",7
"106.207.220.216","nejaetosqksofxyqatbcqgyfosx","2012-04-30",0.47357193,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/525.13 (KHTML like Gecko) Chrome/0.2.149.27 Safari/525.13","IDN","IDN-IN","fmnbiuxy",3
"184.126.50.126","okadnndbyttipovtdrxwfapnemrkemkcixtbfiedparwiwxukemp","2012-04-30",0.07495224,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","AUS","AUS-EN","ojtx",10
"229.148.9.159","neimysffcgxibvghaopabosrpfnnbwhwbpncmexnqkygvwoccqsjkejlyfltanu","2012-04-30",0.3651419,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","URY","URY-ES","vvr",8
"228.58.171.106","okaeveyntlchlifxcebbpsdwwwqecjbcxddpalmvwucihccqufvtdyjfyaklmwjonsa","2012-04-30",0.8380471,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)","GRC","GRC-EL","lid",3
"23.207.176.88","nehjcyuwqqyvmoicqxinqjxjprbqsvugjrhfuchxxpuuweatilfomxgyfsexed","2012-04-30",0.043264803,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/525.13 (KHTML like Gecko) Chrome/xxx","SRB","SRB-SR","nttonlprjnxvc",10
"161.25.8.179","okatopxgwuonnathxafypqhxywikewcmxlbif","2012-04-30",0.19994901,"Bxtifj/5.","ROU","ROU-RO","aryonmpgutrhm",7
"72.71.81.158","negmqutahktvekdbtcnlrkbevxnrsxsyqkmbbkgvqdvkshxokqrvgnisfwlns","2012-04-30",0.45860964,"Netscape 3.01 gold (Win 95): Mozilla/3.01Gold (Win95; I)","AUS","AUS-EN","gksppinhwi",10
"65.239.153.176","okbcivyepjxmdtqdgblqk","2012-04-30",0.002564631,"Netscape 4.8 ( Win XP): Mozilla/4.8 (Windows NT 5.1; U)","GRC","GRC-DE","fbxdlltkg",6
"30.219.239.240","neeyudrbpqackookyerexcipcajeuqloqvuyqbkaxcbwicjgjxxwluegofhftgw","2012-04-30",0.065139994,"Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0)","IDN","IDN-IN","bgwcdxyr",1
"152.254.146.136","okbjhjuxjylpfj","2012-04-30",0.9417275,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)","IND","IND-EN","tosyabnjaxyk",3
"95.172.116.115","nedtuajyufvlcxerkeykwupdbvrnhybiepjdqledhoqldhcman","2012-04-30",0.64941335,"Mozilla/5.0 (iPhone; U; CPU like Mac OS X)AppleWebKit/420.1 (KHTML like Gecko) Version/3.0 Mobile/4A93Safari/419.3","SRB","SRB-SR","amysbm",3
"82.158.35.6","okbojtunraqfaksdicrgggkmplxaacyviiwushgblkfcxfdkfyevdhkkoiexujvxikikxxryyatdiuoiuw","2012-04-30",0.95544964,"Emhtat/8.3","PAN","PAN-ES","npiwxdylya",7
"174.59.53.150","nedmwfwxniadjphrxdfpiitavsqlwssboewlnncqmhiksfffrdvwhhrpabbjilonkwcwpdjvcfrnxc","2012-04-30",0.9312997,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)","AUS","AUS-EN","orvegp",1
"107.63.243.168","okcaawthjsgwrodpmtvfakntkcbektqoebcqmpphrdpjskafrckpuueemkkglhvpngmuvtdkyg","2012-04-30",0.1901708,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)","AUS","AUS-EN","vshx",6
"181.17.115.94","necrfvklahqdrsxxqjqcvmjahbpgawbojnibvqocvfeoyxyyajyouv","2012-04-30",0.5765518,"Rrfwedtsufrsinxlkq/.8","CRI","CRI-ES","uapnfrdv",3
"34.13.203.32","okepeqdoxmqkrtngngxkphakejvryhtmygogdjiivevyqwxsctbjdaonsjdnxbpffr","2012-04-30",0.2919271,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)","BGR","BGR-BG","mxaurrehmsfrwrd",4
"93.171.9.118","necbmdsbfhsovikjokkkpiwtdunlslvlhkdncwjy","2012-04-30",0.68689024,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)","NOR","NOR-NO","gvqncvra",2
"62.130.48.253","okfluyhwixrenveydplwdjylqnrldotvqpghmpegebsvnfaugbagwnsbjabhnqsbvskbbgrxjennqysikg","2012-04-30",0.4593979,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)","IDN","IDN-IN","ivxprxaq",2
"119.143.42.162","ndyabghqhxucqusiouglujnmkanfiejwvpwssomkkh","2012-04-30",0.81997967,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2)","SYR","SYR-AR","wtu",2
"140.247.233.197","okheukaeartndboobovmtgseadgjwwvanfuhhauvtugsvexuyyyuuwlgpyoaquyshe","2012-04-30",0.92882264,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1)","LBN","LBN-AR","pxmi",1
"244.61.98.125","ndwumbpkfarwekcwrkrxyfsyedx","2012-04-30",0.58318657,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)","LVA","LVA-LV","xhbpe",1
"215.200.53.222","okhlukskqremcytpfawysdkxdlrvaygmhbeexdwj","2012-04-30",0.46940038,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2)","ISR","ISR-IW","garw",6
"232.213.67.85","ndwdangrkqyvsscdyfssfvclywvjjymhnjojgdaeuprafafuqkectumoqtyv","2012-04-30",0.8360577,"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8.1.12)Gecko/20080219 Firefox/2.0.0.12	Navigator/9.0.0.6","SAU","SAU-AR","vwtdoep",2
"201.208.189.106","okhxcabnvtrsfbflrxqbyvrkrcnbetcjtl","2012-04-30",0.046365753,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","MNE","MNE-SR","pokrkg",10
"44.139.25.231","ndvybmvdtsppsufcodnlhlcusydxmlnoxtdehvlujapbgkso","2012-04-30",0.3465595,"Ssaplwbomqrrwbnlvwjk/0.5","MLT","MLT-EN","sntsspgaosx",9
"8.162.122.170","okistxsffehflqaqfuksauwqedwqcujwjpispnfheoklkucdeftdpxcomrmijsvccvspreubbaryrtmq","2012-04-30",0.7460969,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","MNE","MNE-SR","vtdma",2
"70.120.26.200","nduleyqavahtgjbgetgeipesrohhmkjorfqmwnmnuvayaulcvlostdmnwe","2012-04-30",0.6482019,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/525.13 (KHTML like Gecko) Chrome/xxx","JPN","JPN-JA","hcmgbyxpwsnv",3
"127.166.99.130","okkvvvtgwhmpshivugjjnyhbymelgrihuqkyptyuurpyeivexabdqxxpynuwxhs","2012-04-30",0.85962445,"Mozilla/5.0 (iPhone; U; CPU like Mac OS X)AppleWebKit/420.1 (KHTML like Gecko) Version/3.0 Mobile/4A93Safari/419.3","THA","THA-TH","hilkrlngxnfnnr",10
"240.124.181.81","ndryswbxwraoevdfykxykokmwcvkphkunflsiccfeuxufofmndofppyqlhwoamqinfctxkkckqo","2012-04-30",0.733276,"Hvohheekhcoksnk/0.7","QAT","QAT-AR","bil",4
"80.13.36.201","oknebjekdwcrqtgocphotgeihkbrmlfkpsipuycjwwsobuwoppybktfkqixnpbmminicyxrpm","2012-04-30",0.55671734,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)","BEL","BEL-NL","jyl",7
